序号,日期,开赛时间,比赛ID,赛事,比赛,比赛分类,微观板块,盘口意图标签,盘口档位,正向水位,反向水位,已结算
546,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3007056-盘口快照-不形成模拟,英甲,布莱克浦 vs 彼得堡联,成年联赛T3,欧洲五大,诱下/上盘降温,半球/一球,1.0000,0.8200,是
547,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3007057-盘口快照-不形成模拟,英甲,剑桥联 vs 哈德斯菲尔德,成年联赛T3,欧洲五大,诱上/阻下,平手,1.0400,0.7800,是
549,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3007060-盘口快照-不形成模拟,英甲,米尔顿凯恩斯 vs 莱斯特城,成年联赛T3,欧洲五大,降温保护/诱下,平手,1.0200,0.8000,是
550,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3007061-盘口快照-不形成模拟,英甲,诺茨郡 vs 伯顿,成年联赛T3,欧洲五大,诱下/上盘降温,平手/半球,0.9800,0.8400,是
552,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3007064-盘口快照-不形成模拟,英甲,谢周三 vs 布罗姆利,成年联赛T3,欧洲五大,诱上/阻下,半球,0.9800,0.8400,是
553,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3007065-盘口快照-不形成模拟,英甲,斯蒂文尼奇 vs 唐卡斯特,成年联赛T3,欧洲五大,诱下/上盘降温,平手/半球,1.0000,0.8200,是
555,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3008176-盘口快照-不形成模拟,英冠,布莱克本 vs 女王公园巡游者,成年联赛T2,欧洲五大,阻上/降温保护,平手/半球,,,否
556,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3008177-盘口快照-不形成模拟,英冠,博尔顿 vs 林肯城,成年联赛T2,欧洲五大,降温保护/诱下,平手,0.7900,1.0900,是
558,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3008179-盘口快照-不形成模拟,英冠,查尔顿 vs 普雷斯顿,成年联赛T2,欧洲五大,诱上/阻下,平手/半球,1.0600,0.8200,是
561,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3008182-盘口快照-不形成模拟,英冠,南安普敦 vs 米尔沃尔,成年联赛T2,欧洲五大,阻上/降温保护,半球,,,否
562,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3008183-盘口快照-不形成模拟,英冠,沃特福德 vs 西汉姆联,成年联赛T2,欧洲五大,阻下/上盘保护,半球,0.8500,1.0300,是
563,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3008184-盘口快照-不形成模拟,英冠,狼队 vs 斯托克城,成年联赛T2,欧洲五大,降温保护/诱下,一球,0.9700,0.9100,是
564,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3008185-盘口快照-不形成模拟,英冠,卡迪夫城 vs 谢菲尔德联队,成年联赛T2,欧洲五大,阻上/诱下,平手/半球,1.0700,0.8100,是
567,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3011834-盘口快照-不形成模拟,哥伦甲秋,贾奎斯科尔多巴 vs 卡利美洲,成年联赛T1,拉美,阻下/上盘保护,半球,0.8500,1.0300,是
568,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3012169-盘口快照-不形成模拟,哥伦乙秋,皇家桑坦德 vs 哥杜雷亚,成年联赛T2,拉美,诱上/阻下,平手/半球,0.9600,0.7400,是
569,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3012170-盘口快照-不形成模拟,哥伦乙秋,卡达根拿 vs 锡帕基拉老虎,成年联赛T2,拉美,诱上/阻下,球半,0.9300,0.7700,是
570,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3012173-盘口快照-不形成模拟,哥伦乙秋,卡利竞技 vs 波哥塔,成年联赛T2,拉美,诱下/上盘降温,平手/半球,0.8900,0.8100,是
571,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3012175-盘口快照-不形成模拟,哥伦乙秋,索阿查 vs 帕特里奥坦斯,成年联赛T2,拉美,诱下/上盘降温,平手/半球,0.9700,0.7300,是
574,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3012278-盘口快照-不形成模拟,俄超,克拉斯诺达尔 vs 罗斯托夫,成年联赛T1,欧洲非五大,降温保护/诱下,半球/一球,0.8200,1.0700,是
576,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3012495-盘口快照-不形成模拟,乌克超,库德里夫卡 vs 杜纳伊夫齐,成年联赛T1,欧洲非五大,阻上/降温保护,平手/半球,,,否
577,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3012496-盘口快照-不形成模拟,乌克超,利维贝雷 vs 卡帕迪,成年联赛T1,欧洲非五大,阻上/降温保护,半球,,,否
578,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3012498-盘口快照-不形成模拟,乌克超,顿涅茨克矿工 vs 普莱西亚,成年联赛T1,欧洲非五大,真实示强/阻上,半球/一球,0.9300,0.9500,是
580,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3013670-盘口快照-不形成模拟,西甲,皇家社会 vs 西班牙人,成年联赛T1,欧洲五大,阻上/诱下,半球/一球,1.0400,0.8500,是
581,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3013671-盘口快照-不形成模拟,西甲,塞维利亚 vs 马德里竞技,成年联赛T1,欧洲五大,阻上/降温保护,半球,,,否
582,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3014044-盘口快照-不形成模拟,西乙,阿尔巴塞特 vs 皇家奥维耶多,成年联赛T2,欧洲五大,阻上/降温保护,平手/半球,,,否
585,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3014052-盘口快照-不形成模拟,西乙,萨瓦德尔 vs 阿尔梅里亚,成年联赛T2,欧洲五大,阻上/降温保护,平手,,,否
586,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3014484-盘口快照-不形成模拟,西协甲,亚勒那斯 vs 费罗尔竞技,成年联赛T3,欧洲五大,诱上/阻下,平手,1.0300,0.7900,是
591,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3014869-盘口快照-不形成模拟,西协甲,赫库斯 vs 穆尔西亚,成年联赛T3,欧洲五大,诱上/阻下,平手,0.9800,0.8400,是
592,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3014870-盘口快照-不形成模拟,西协甲,韦斯卡 vs 圣特安德雷,成年联赛T3,欧洲五大,诱上/阻下,半球/一球,1.0100,0.8100,是
597,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3018792-盘口快照-不形成模拟,德甲,美因茨 vs 帕德博恩,成年联赛T1,欧洲五大,真实示强/阻上,一球,0.9200,0.9700,是
599,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3018794-盘口快照-不形成模拟,德甲,柏林联合 vs 法兰克福,成年联赛T1,欧洲五大,降温保护/诱下,平手,0.9500,0.9400,是
602,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3019115-盘口快照-不形成模拟,德乙,卡尔斯鲁厄 vs 沃尔夫斯堡,成年联赛T2,欧洲五大,降温保护/诱下,平手/半球,0.8400,1.0500,是
604,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3019972-盘口快照-不形成模拟,法丙,亚眠 vs 维尔赛斯,成年联赛T3,欧洲五大,诱上/阻下,平手,1.0500,0.8100,是
605,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3019973-盘口快照-不形成模拟,法丙,欧巴涅 vs 普瑞兰斯,成年联赛T3,欧洲五大,阻上/降温保护,平手/半球,,,否
608,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3019977-盘口快照-不形成模拟,法丙,克维伊 vs 弗勒里梅洛吉斯,成年联赛T3,欧洲五大,诱上/阻下,平手,1.0300,0.8300,是
609,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3019978-盘口快照-不形成模拟,法丙,蒂翁维尔 vs 巴黎13区竞技,成年联赛T3,欧洲五大,阻上/降温保护,半球,,,否
610,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3019979-盘口快照-不形成模拟,法丙,瓦朗谢纳 vs 孔卡诺,成年联赛T3,欧洲五大,阻上/降温保护,平手/半球,,,否
612,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3020874-盘口快照-不形成模拟,丹麦乙,海勒鲁普 vs 米德法特,成年联赛T3,欧洲非五大,诱上/阻下,半球,0.9400,0.7600,是
615,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3021968-盘口快照-不形成模拟,俄甲,伊凡诺沃 vs 韦莱斯,成年联赛T2,欧洲非五大,诱下/上盘降温,平手/半球,1.0000,0.8200,是
617,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3023459-盘口快照-不形成模拟,葡超,艾华卡 vs 圣克拉拉,成年联赛T1,欧洲非五大,降温保护/诱下,平手,0.9300,0.9600,是
618,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3023460-盘口快照-不形成模拟,葡超,阿罗卡 vs 马里迪莫,成年联赛T1,欧洲非五大,阻下/上盘保护,平手/半球,0.8600,1.0300,是
620,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3023770-盘口快照-不形成模拟,葡甲,朴迪莫伦斯 vs 雷克斯欧斯,成年联赛T2,欧洲非五大,诱上/阻下,平手,1.0200,0.8000,是
622,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3026015-盘口快照-不形成模拟,德丙,亚琛 vs 梅彭,成年联赛T3,欧洲五大,阻上/诱下,一球/球半,1.0200,0.8000,是
623,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3026016-盘口快照-不形成模拟,德丙,杜伊斯堡 vs 维尔茨堡踢球者,成年联赛T3,欧洲五大,降温保护/诱下,一球,0.9000,0.9200,是
624,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3026018-盘口快照-不形成模拟,德丙,格罗巴斯帕奇 vs 因戈尔施塔特,成年联赛T3,欧洲五大,诱上/阻下,平手,1.1600,0.6800,是
625,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3026019-盘口快照-不形成模拟,德丙,霍芬海姆业馀队 vs 雷根斯堡,成年联赛T3,欧洲五大,阻上/降温保护,平手/半球,,,否
626,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3026022-盘口快照-不形成模拟,德丙,SC维尔 vs 幸运科隆,成年联赛T3,欧洲五大,真实示弱/阻下,半球,0.9600,0.8600,是
627,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3026024-盘口快照-不形成模拟,德丙,韦恩 vs 埃森,成年联赛T3,欧洲五大,诱下/上盘降温,平手/半球,0.9800,0.8400,是
630,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3026713-盘口快照-不形成模拟,土超,科尼亚体育 vs 科贾埃利体育,成年联赛T1,欧洲非五大,阻上/降温保护,半球,,,否
632,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3030118-盘口快照-不形成模拟,土甲,伊斯坦堡士邦 vs 卡拉古拉克,成年联赛T2,欧洲非五大,阻上/降温保护,平手/半球,,,否
633,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3030119-盘口快照-不形成模拟,土甲,开塞利体育 vs 布尔萨体育,成年联赛T2,欧洲非五大,阻上/降温保护,平手/半球,,,否
637,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3039866-赛况更新-不新建赛前模拟,捷甲,波希米亚1905 vs 博雷斯拉夫,成年联赛T1,欧洲非五大,诱下/上盘降温,平手/半球,0.9800,0.7800,是
638,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3039867-盘口快照-不形成模拟,捷甲,布尔诺 vs 兹林,成年联赛T1,欧洲非五大,诱上/阻下,半球/一球,1.0100,0.8100,是
639,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3039868-盘口快照-不形成模拟,捷甲,帕尔杜比斯 vs 阿蒂斯布尔诺,成年联赛T1,欧洲非五大,阻上/降温保护,一球/球半,,,否
640,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3039870-盘口快照-不形成模拟,捷甲,俄斯特拉发 vs 奥洛穆茨,成年联赛T1,欧洲非五大,阻上/降温保护,平手/半球,,,否
641,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3040102-盘口快照-不形成模拟,捷乙,切斯卡阿森纳 vs 维拉斯姆,成年联赛T2,欧洲非五大,诱上/阻下,平手,0.9700,0.7900,是
642,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3040103-盘口快照-不形成模拟,捷乙,普日布拉姆 vs 卡尔维纳,成年联赛T2,欧洲非五大,降温保护/诱下,平手/半球,0.7700,0.9900,是
643,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3040104-盘口快照-不形成模拟,捷乙,哈纳卡 vs 普罗斯捷约夫,成年联赛T2,欧洲非五大,诱下/上盘降温,平手/半球,0.9300,0.8300,是
645,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3040106-盘口快照-不形成模拟,捷乙,特里内茨 vs 奥斯泰华B队,成年联赛T2,欧洲非五大,诱上/阻下,平手,1.0700,0.6900,是
647,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3040717-盘口快照-不形成模拟,意乙,阿维利诺 vs 维琴察,成年联赛T2,欧洲五大,真实示强/阻上,平手/半球,0.9300,0.9500,是
649,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3040722-盘口快照-不形成模拟,意乙,帕多瓦 vs 维罗纳,成年联赛T2,欧洲五大,诱上/阻下,平手,1.0700,0.8100,是
652,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3046962-盘口快照-不形成模拟,沙特联,达曼协作 vs 迪雷禾,未知分类,海湾,诱上/阻下,平手/半球,1.0400,0.8400,是
654,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3050892-盘口快照-不形成模拟,意丙,福尔利 vs 佩斯卡拉,成年联赛T3,欧洲五大,诱下/上盘降温,半球,0.9000,0.8000,是
655,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3050894-盘口快照-不形成模拟,意丙,AS奥斯提亚马尔 vs 格罗瑟托,成年联赛T3,欧洲五大,诱上/阻下,平手,0.9000,0.8000,是
657,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3050897-盘口快照-不形成模拟,意丙,拉维纳 vs 拉蒂那,成年联赛T3,欧洲五大,诱上/阻下,半球,1.0000,0.7000,是
658,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3050898-盘口快照-不形成模拟,意丙,斯佩齐亚 vs 坎伯巴索,成年联赛T3,欧洲五大,诱上/阻下,半球,0.9500,0.7500,是
660,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3051274-盘口快照-不形成模拟,意丙,科森扎 vs 波坦察,成年联赛T3,欧洲五大,真实示弱/阻下,平手/半球,0.6500,1.0500,是
661,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3051275-盘口快照-不形成模拟,意丙,福贾 vs 萨勒尼塔纳,成年联赛T3,欧洲五大,诱下/上盘降温,平手/半球,0.9800,0.7200,是
663,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3051278-盘口快照-不形成模拟,意丙,萨沃亚 vs 卡塞塔纳,成年联赛T3,欧洲五大,诱下/上盘降温,平手/半球,0.9800,0.7200,是
664,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3051280-盘口快照-不形成模拟,意丙,索伦托卡西奥 vs 克罗托内,成年联赛T3,欧洲五大,诱上/阻下,平手/半球,1.0000,0.7000,是
665,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3057133-盘口快照-不形成模拟,阿联酋超,阿布扎比半岛 vs 阿治曼,成年联赛T1,海湾,阻上/降温保护,一球,,,否
667,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3057135-盘口快照-不形成模拟,阿联酋超,艾因 vs 迪拜胜利,成年联赛T1,海湾,阻上/降温保护,球半,,,否
668,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3058907-盘口快照-不形成模拟,葡杯,费雷拉 vs 化夫,国内杯赛,欧洲非五大,诱下/上盘降温,平手/半球,0.9300,0.7700,是
669,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3058915-盘口快照-不形成模拟,葡杯,华森 vs 泰罗芬斯,国内杯赛,欧洲非五大,诱上/阻下,半球,0.9300,0.7700,是
670,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3061630-盘口快照-不形成模拟,玻利杯,圣荷西德奥罗 vs 奥鲁罗,国内杯赛,拉美,诱下/上盘降温,半球/一球,1.0100,0.8300,是
671,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3067096-盘口快照-不形成模拟,巴拉甲秋,泰里尼登斯 vs 五月二日体育会,未知分类,拉美,阻上/降温保护,半球,,,否
672,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3067097-盘口快照-不形成模拟,巴拉甲秋,雷科莱塔 vs 亚松森奥林匹亚,未知分类,拉美,诱上/阻下,半球/一球,1.0400,0.8400,是
674,2026-08-30,2026-08-30 00:00:00,20260830-TITAN-2908740-赛况更新-不新建赛前模拟,美职业,波特兰伐木者 vs 奥斯汀FC,成年联赛T1,北美,真实示弱/阻下,平手/半球,0.0100,7.6900,是
675,2026-08-30,2026-08-30 00:00:00,20260830-TITAN-2908741-赛况更新-不新建赛前模拟,美职业,圣地亚哥 vs 洛杉矶银河,成年联赛T1,北美,真实示弱/阻下,平手/半球,0.1600,3.3300,是
676,2026-08-30,2026-08-30 00:00:00,20260830-TITAN-2942585-赛况更新-不新建赛前模拟,美冠联,拉斯维加斯之光 vs 查尔斯顿电池,成年联赛T2,北美,降温保护/诱下,平手,1.0600,0.8200,是
677,2026-08-30,2026-08-30 00:00:00,20260830-TITAN-2942591-赛况更新-不新建赛前模拟,美冠联,凤凰重生 vs 印地十一,成年联赛T2,北美,降温保护/诱下,平手,0.5400,1.5100,是
679,2026-08-30,2026-08-30 00:00:00,20260830-TITAN-3009356-盘口快照-不形成模拟,捷丙,布拉格斯巴达B队 vs 普里布拉姆B队,成年联赛T3,欧洲非五大,诱下/上盘降温,两球,0.9500,0.7500,是
680,2026-08-30,2026-08-30 00:00:00,20260830-TITAN-3011829-盘口快照-不形成模拟,哥伦甲秋,卡利体育会 vs 布卡拉曼加竞技,成年联赛T1,拉美,阻上/降温保护,半球,,,否
682,2026-08-30,2026-08-30 00:00:00,20260830-TITAN-3043186-盘口快照-不形成模拟,捷丙,斯洛瓦科B队 vs 辛宁B队,成年联赛T3,欧洲非五大,诱下/上盘降温,半球/一球,0.9600,0.8000,是
683,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2912252-盘口快照-不形成模拟,瑞典超,尤尔加登 vs 米亚尔比,成年联赛T1,欧洲非五大,真实示强/阻上,一球/球半,0.9500,0.9400,是
684,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2912254-盘口快照-不形成模拟,瑞典超,哥德堡盖斯 vs 布洛马波卡纳,成年联赛T1,欧洲非五大,阻上/降温保护,半球/一球,,,否
685,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2912258-盘口快照-不形成模拟,瑞典超,天狼星 vs 马尔默,成年联赛T1,欧洲非五大,真实示强/阻上,半球/一球,0.9000,0.9900,是
686,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2914677-盘口快照-不形成模拟,瑞典甲,松兹瓦尔 vs 诺尔比,成年联赛T2,欧洲非五大,阻上/降温保护,平手/半球,,,否
687,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2924639-盘口快照-不形成模拟,冰岛超,贝雷达比历克 vs 加尔扎拜尔星,成年联赛T1,欧洲非五大,阻上/降温保护,半球,,,否
688,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2940739-赛况更新-不新建赛前模拟,拉脱超,利耶帕亚 vs 里加FC,未知分类,其他,降温保护/诱下,半球/一球,0.7900,1.0700,是
689,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2953356-赛况更新-不新建赛前模拟,哈萨克超,叶利迈塞米 vs 阿拉木图凯拉特,未知分类,海湾,降温保护/诱下,平手,0.9000,0.9600,是
691,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2993771-盘口快照-不形成模拟,意甲,莱切 vs 罗马,成年联赛T1,欧洲五大,阻上/诱下,一球/球半,1.0700,0.8200,是
692,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2997512-盘口快照-不形成模拟,克亚甲,HNK哥里卡 vs 里耶卡,成年联赛T1,欧洲非五大,降温保护/诱下,半球/一球,0.8500,0.9700,是
693,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2997558-盘口快照-不形成模拟,克亚甲,斯普利特海杜克 vs 萨格勒布火车头,成年联赛T1,欧洲非五大,诱上/阻下,一球/球半,1.0700,0.7500,是
694,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2997701-盘口快照-不形成模拟,法乙,第戎 vs 圣埃蒂安,成年联赛T2,欧洲五大,诱上/阻下,半球/一球,1.0300,0.8500,是
695,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2998235-盘口快照-不形成模拟,丹麦超,哥本哈根 vs 桑德捷斯基,成年联赛T1,欧洲非五大,真实示强/阻上,球半,0.9000,0.9900,是
696,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3000930-盘口快照-不形成模拟,瑞士甲,韦尔 vs 阿劳,成年联赛T2,欧洲非五大,阻上/降温保护,半球,,,否
697,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3003860-盘口快照-不形成模拟,英超,阿斯顿维拉 vs 阿森纳,成年联赛T1,欧洲五大,诱上/阻下,一球,1.0700,0.8200,是
698,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3010599-赛况更新-不新建赛前模拟,亚冠联2,万隆<font color=#880000>(中)</font> vs 马尼拉挖掘者,洲际杯赛,海湾,真实示弱/阻下,平手/半球,0.0100,5.2600,是
699,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3012491-盘口快照-不形成模拟,乌克超,切尔诺夫策 vs 基辅迪纳摩,成年联赛T1,欧洲非五大,降温保护/诱下,半球/一球,0.8900,0.9900,是
701,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3013665-盘口快照-不形成模拟,西甲,巴塞罗那 vs 巴列卡诺,成年联赛T1,欧洲五大,诱上/阻下,两球半/三球,1.0500,0.8400,是
702,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3013667-盘口快照-不形成模拟,西甲,奥萨苏纳 vs 赫塔菲,成年联赛T1,欧洲五大,阻下/上盘保护,平手/半球,0.8500,1.0400,是
703,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3014045-盘口快照-不形成模拟,西乙,布尔戈斯 vs 皇家社会B队,成年联赛T2,欧洲五大,诱上/阻下,半球,1.0600,0.8300,是
704,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3014047-盘口快照-不形成模拟,西乙,塞尔塔B队 vs 卡斯迪隆,成年联赛T2,欧洲五大,阻上/降温保护,半球/一球,,,否
705,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3014491-盘口快照-不形成模拟,西协甲,洛格朗尼斯 vs 艾斯马度华,成年联赛T3,欧洲五大,真实示强/阻上,平手/半球,0.9300,0.8900,是
706,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3014873-盘口快照-不形成模拟,西协甲,特鲁埃尔 vs 皇家马德里B队,成年联赛T3,欧洲五大,阻上/诱下,平手/半球,1.0500,0.7700,是
707,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3021966-盘口快照-不形成模拟,俄甲,科斯特罗马斯巴达 vs 伏尔加格勒,成年联赛T2,欧洲非五大,诱上/阻下,平手,1.0400,0.7800,是
708,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3023461-盘口快照-不形成模拟,葡超,本菲卡 vs 埃斯托里尔,成年联赛T1,欧洲非五大,阻上/诱下,两球半,1.0300,0.8600,是
709,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3023462-盘口快照-不形成模拟,葡超,布拉加 vs 吉马良斯,成年联赛T1,欧洲非五大,降温保护/诱下,半球,0.9000,0.9900,是
710,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3026706-盘口快照-不形成模拟,土超,阿美德 vs 特拉布宗体育,成年联赛T1,欧洲非五大,阻上/降温保护,半球,,,否
712,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3050511-盘口快照-不形成模拟,意丙,阿尔比诺勒菲 vs 奥斯皮塔莱托,成年联赛T3,欧洲五大,阻上/降温保护,平手/半球,,,否
714,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3050517-盘口快照-不形成模拟,意丙,诺瓦拉 vs US弗格尔,成年联赛T3,欧洲五大,诱下/上盘降温,平手/半球,0.9900,0.8300,是
715,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3050519-盘口快照-不形成模拟,意丙,AC雷纳特 vs 奇塔代拉,成年联赛T3,欧洲五大,阻上/降温保护,平手/半球,,,否
716,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3050520-盘口快照-不形成模拟,意丙,特雷维索 vs 莱科,成年联赛T3,欧洲五大,真实示强/阻上,平手/半球,0.8800,0.9400,是
717,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3061635-盘口快照-不形成模拟,玻利杯,圣安东尼奥布鲁布鲁 vs 瓜比拉,国内杯赛,拉美,阻上/降温保护,半球,,,否
718,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3067700-盘口快照-不形成模拟,科威特联,卡达西亚SC vs 阿尔科威特,未知分类,海湾,阻上/诱下,半球,1.0500,0.7900,是
719,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3072457-盘口快照-不形成模拟,科威特联,苏拉比卡 vs 艾沙比KUW,未知分类,海湾,诱上/阻下,平手,1.0000,0.8400,是
720,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3072461-赛况更新-不新建赛前模拟,阿曼联,阿曼FC vs 迪赫弗,未知分类,海湾,阻上/降温保护,平手/半球,,,否
723,2026-09-01,2026-09-01 00:00:00,20260901-TITAN-3030125-盘口快照-不形成模拟,土甲,班迪马士邦 vs 安塔利亚体育,成年联赛T2,欧洲非五大,阻上/降温保护,平手,,,否
725,2026-09-01,2026-09-01 00:00:00,20260901-TITAN-3040354-盘口快照-不形成模拟,中协杯,山东泰山 vs 上海海港,国内杯赛,东亚,降温保护/诱下,平手,0.7800,1.0400,是
727,2026-09-01,2026-09-01 00:00:00,20260901-TITAN-3040357-盘口快照-不形成模拟,中协杯,北京国安 vs 兰州陇原竞技,国内杯赛,东亚,真实示强/阻上,两球/两球半,0.9900,0.7700,是
728,2026-09-01,2026-09-01 00:00:00,20260901-TITAN-3061592-盘口快照-不形成模拟,波兰杯,克鲁切维亚 vs 西德尔策,国内杯赛,欧洲非五大,诱下/上盘降温,半球,1.0000,0.8200,是
732,2026-09-01,2026-09-01 00:00:00,20260901-TITAN-3061608-盘口快照-不形成模拟,波兰杯,华沙普洛克B队 vs 涅波沃米采,国内杯赛,欧洲非五大,诱上/阻下,一球,1.0300,0.7900,是
733,2026-09-01,2026-09-01 00:00:00,20260901-TITAN-3061612-盘口快照-不形成模拟,波兰杯,斯亚卡 vs 卢宾扎格勒比,国内杯赛,欧洲非五大,诱上/阻下,球半,1.0000,0.8200,是
736,2026-09-01,2026-09-01 00:00:00,20260901-TITAN-3072456-盘口快照-不形成模拟,科威特联,卡斯马 vs Al沙希尔,未知分类,海湾,诱下/上盘降温,一球,0.9500,0.8100,是
738,2026-09-01,2026-09-01 00:00:00,20260901-TITAN-3072776-盘口快照-不形成模拟,立陶杯,米尼捷 vs DFK戴拿瓦,国内杯赛,欧洲非五大,降温保护/诱下,半球/一球,0.8300,0.9900,是
