日期,赛事,比赛分类,比赛,赛果,比分来源,模拟ID,市场框架,即时亚盘,盘口线,盘口档位,上盘方,候选标签,候选依据,候选映射方向,意图水位,意图结算,意图盈亏单位,意图均注盈亏,反向方向,反向水位,反向结算,反向盈亏单位,反向均注盈亏,有真实投注量,Polymarket/交易所情绪,流动性
2026-09-05,阿乙,成年联赛T2,阿卡苏索 vs 全男孩竞技,0-1,ledger赛果兜底,20260905-TITAN-2916645-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/-0.25/0.98,-0.25,平手/半球,客队,真实示强/阻上,客队上盘，让球加深，上盘水位0.98，下盘水位0.84，欧赔变化不大,上盘,0.980,赢,+1.0,+0.980,下盘,0.840,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,意甲,成年联赛T1,罗马 vs 亚特兰大,2-1,ledger赛果兜底,20260905-TITAN-2993775-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.9/0.75/0.99,0.75,半球/一球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.90，下盘水位0.99，欧赔削弱上盘,上盘,0.900,赢半,+0.5,+0.450,下盘,0.990,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,比甲,成年联赛T1,圣图尔登 vs 拉路维尔,4-0,ledger赛果兜底,20260905-TITAN-3003561-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.91/1.0/0.98,1,一球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.91，下盘水位0.98，欧赔削弱上盘,上盘,0.910,赢,+1.0,+0.910,下盘,0.980,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,比甲,成年联赛T1,标准列日 vs 安特卫普,1-0,ledger赛果兜底,20260905-TITAN-3003560-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/0.25/1.05,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.84，下盘水位1.05，欧赔削弱上盘,下盘,1.050,输,-1.0,-1.000,上盘,0.840,赢,+1.0,+0.840,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,巴西乙,成年联赛T2,戈伊亚斯 vs 福塔雷萨,0-1,ledger赛果兜底,20260905-TITAN-2940159-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.78/0.0/1.12,0,平手,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.78，下盘水位1.12，欧赔支持上盘,下盘,1.120,赢,+1.0,+1.120,上盘,0.780,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,巴西乙,成年联赛T2,诺瓦里桑蒂诺 vs 奥瓦,3-1,ledger赛果兜底,20260905-TITAN-2940163-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/1.0/1.05,1,一球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.84，下盘水位1.05，欧赔变化不大,下盘,1.050,输,-1.0,-1.000,上盘,0.840,赢,+1.0,+0.840,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,意丙,成年联赛T3,久加连奴 vs 索伦托卡西奥,0-2,ledger赛果兜底,20260905-TITAN-3051287-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.0/0.25/0.76,0.25,平手/半球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位1.00，下盘水位0.76，欧赔变化不大,上盘,1.000,输,-1.0,-1.000,下盘,0.760,赢,+1.0,+0.760,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,意丙,成年联赛T3,巴里 vs 卡萨拉诺,1-0,ledger赛果兜底,20260905-TITAN-3051282-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.81/0.25/0.95,0.25,平手/半球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.81，下盘水位0.95，欧赔支持上盘,上盘,0.810,赢,+1.0,+0.810,下盘,0.950,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,意丙,成年联赛T3,比沙奴 vs AS奥斯提亚马尔,1-2,ledger赛果兜底,20260905-TITAN-3050910-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.93/0.25/0.83,0.25,平手/半球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位0.93，下盘水位0.83，欧赔变化不大,上盘,0.930,输,-1.0,-1.000,下盘,0.830,赢,+1.0,+0.830,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,玻利甲,未知分类,瓜比拉 vs 皇家帕托斯,1-1,ledger赛果兜底,20260905-TITAN-3059122-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.98/0.75/0.78,0.75,半球/一球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位0.98，下盘水位0.78，欧赔削弱上盘,上盘,0.980,输,-1.0,-1.000,下盘,0.780,赢,+1.0,+0.780,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西乙,成年联赛T2,埃登斯 vs 马洛卡,0-0,ledger赛果兜底,20260905-TITAN-3014059-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.94/-0.5/0.95,-0.5,半球,客队,真实示强/阻上,客队上盘，让球加深，上盘水位0.95，下盘水位0.94，欧赔削弱上盘,上盘,0.950,输,-1.0,-1.000,下盘,0.940,赢,+1.0,+0.940,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西协甲,成年联赛T3,萨拉戈萨 vs CF安提哥拉,1-0,ledger赛果兜底,20260905-TITAN-3014883-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.96/1.0/0.74,1,一球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.96，下盘水位0.74，欧赔削弱上盘,上盘,0.960,走,0.0,0.000,下盘,0.740,走,-0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西甲,成年联赛T1,比利亚雷亚尔 vs 拉科鲁尼亚,2-3,ledger赛果兜底,20260905-TITAN-3013681-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.81/1.0/1.08,1,一球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.81，下盘水位1.08，欧赔变化不大,下盘,1.080,赢,+1.0,+1.080,上盘,0.810,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,葡超,成年联赛T1,葡萄牙体育 vs 葡萄牙国民,2-0,ledger赛果兜底,20260905-TITAN-3023474-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.99/2.25/0.9,2.25,两球/两球半,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.99，下盘水位0.90，欧赔变化不大,上盘,0.990,输半,-0.5,-0.500,下盘,0.900,赢半,+0.5,+0.450,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,巴西乙,成年联赛T2,尤文图德 vs 戈亚尼亚竞技,2-2,ledger赛果兜底,20260905-TITAN-2940160-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.81/0.25/1.08,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.81，下盘水位1.08，欧赔变化不大,下盘,1.080,赢半,+0.5,+0.540,上盘,0.810,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,玻利甲,未知分类,欧若拉 vs 圣荷西德奥罗,3-0,ledger赛果兜底,20260905-TITAN-3059123-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.77/0.75/0.99,0.75,半球/一球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.77，下盘水位0.99，欧赔变化不大,上盘,0.770,赢,+1.0,+0.770,下盘,0.990,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,巴西甲,成年联赛T1,圣保罗 vs 米内罗竞技,2-0,ledger赛果兜底,20260905-TITAN-2910885-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.82/0.25/1.07,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.82，下盘水位1.07，欧赔变化不大,下盘,1.070,输,-1.0,-1.000,上盘,0.820,赢,+1.0,+0.820,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,乌拉乙,成年联赛T2,米斯奥尼斯队 vs 科尔隆,0-1,ledger赛果兜底,20260905-TITAN-3078018-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/-0.25/0.86,-0.25,平手/半球,客队,诱下/上盘降温,客队上盘，让球基本稳定，上盘水位0.86，下盘水位0.84，欧赔变化不大,上盘,0.860,赢,+1.0,+0.860,下盘,0.840,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,哥伦乙秋,成年联赛T2,奎迪奥 vs 皇家桑坦德,0-0,ledger赛果兜底,20260905-TITAN-3012178-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.74/0.75/1.08,0.75,半球/一球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.74，下盘水位1.08，欧赔变化不大,上盘,0.740,输,-1.0,-1.000,下盘,1.080,赢,+1.0,+1.080,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,哥伦乙秋,成年联赛T2,马达莱纳联 vs 巴瑞库拉,1-2,ledger赛果兜底,20260905-TITAN-3012181-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.05/1.25/0.77,1.25,一球/球半,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.05，下盘水位0.77，欧赔变化不大,上盘,1.050,输,-1.0,-1.000,下盘,0.770,赢,+1.0,+0.770,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,澳维超,成年联赛T2,艾云达尔 vs 普雷斯顿莱恩,2-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3078021-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.92/0.0/0.97,0,平手,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.92，下盘水位0.97，欧赔支持上盘,上盘,0.920,赢,+1.0,+0.920,下盘,0.970,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,澳昆超,成年联赛T2,潘尼苏拉 vs 摩顿城精英,3-2,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3080615-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.83/0.25/0.93,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.83，下盘水位0.93，欧赔削弱上盘,下盘,0.930,输,-1.0,-1.000,上盘,0.830,赢,+1.0,+0.830,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,韩K3联,成年联赛T3,昌原 vs 大田地铁,0-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2940425-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.75/-0.25/1.01,-0.25,平手/半球,客队,诱下/上盘降温,客队上盘，让球基本稳定，上盘水位1.01，下盘水位0.75，欧赔变化不大,上盘,1.010,赢,+1.0,+1.010,下盘,0.750,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,捷丙,成年联赛T3,波利斯拉夫B队 vs 索史尔扎普,2-3,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3009483-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.91/0.0/0.79,0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.79，下盘水位0.91，欧赔支持上盘,下盘,0.910,输,-1.0,-1.000,上盘,0.790,赢,+1.0,+0.790,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,日职丙,成年联赛T3,SC相模原 vs 长野琶扼搂,1-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3001168-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.86/0.75/0.84,0.75,半球/一球,主队,诱上/阻下,主队上盘，让球加深，上盘水位0.86，下盘水位0.84，欧赔削弱上盘,下盘,0.840,赢,+1.0,+0.840,上盘,0.860,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,日职丙,成年联赛T3,松本山雅 vs 大阪俱乐部,0-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3001170-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.88/0.25/0.82,0.25,平手/半球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.88，下盘水位0.82，欧赔削弱上盘,上盘,0.880,输半,-0.5,-0.500,下盘,0.820,赢半,+0.5,+0.410,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,日职丙,成年联赛T3,赞岐 vs 瑞拉滋贺,0-3,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3001165-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.85/0.0/0.85,0,平手,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.85，下盘水位0.85，欧赔支持上盘,上盘,0.850,输,-1.0,-1.000,下盘,0.850,赢,+1.0,+0.850,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
